도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
210,람원문고,1,강서구,서울특별시 강서구 까치산로 164,02-2605-2599,,,,토요일 일요일 공휴일,작은도서관,37.5523418,126.852929,,,20080728,,,,
2011,로뎀북카페작은도서관,1,강서구,서울특별시 강서구 양천로24길 31(방화동),,,,,토요일 공휴일,작은도서관,37.57196402,126.815772,,,,,,,
1596,마곡엠밸리5단지 SH작은도서관,1,강서구,서울특별시 강서구 마곡서1로 111-11,070-4277-9766,,,,수요일 일요일 공휴일,작은도서관,37.5669516,126.8175418,,,,,,,
2017,마을숲북카페,1,강서구,서울특별시 강서구 개화동로23길 94 4층,02-2662-9786,,,,일요일 공휴일,작은도서관,37.56543601,126.8104547,,,,,,,
1497,많은샘 작은도서관,1,강서구,서울특별시 강서구 양천로 75길 13 2층,070-4642-5527,,,,일요일,작은도서관,37.5509106,126.875029,,,20150316,,,,
211,발음작은도서관,1,강서구,서울특별시 강서구 강서로47나길 35 발음교회,02-2662-1372,2664-9206,http://baleum.org,,없음,작은도서관,37.5518163,126.834594,,,20080916,,,,
199,방그리나 작은도서관,1,강서구,서울특별시 강서구 금낭화로24길 5 방화3동주민센터,02-2600-5267,,http://lib.gangseo.seoul.kr/,,토요일(오후)일요일공휴일,작은도서관,37.5801066,126.813639,,,20120320,,,,
191,배다리 작은도서관,1,강서구,서울특별시 강서구 곰달래로25길 45 화곡8동주민센터 2층,02-2600-7701,,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.5331904,126.848398,,,20120320,,,,
1493,볏고을작은도서관,1,강서구,서울특별시 강서구 곰달래로 57가길 26 화곡4동주민센터 2층,02-2600-7626,02-2620-0543,http://lib.gangseo.seoul.kr/,,일요일,작은도서관,37.5358996,126.860893,,,20130701,,,,
1597,비전도서관,1,강서구,서울특별시 강서구 곰달래로 60길 39,02-2644-8561,,,,,작은도서관,37.530467,126.8633519,,,,,,,
1598,새싹작은도서관,1,강서구,서울특별시 강서구 수명로2길 105 514동 1층,02-2667-5118,,,,토요일 일요일,작은도서관,37.5518799,126.8272014,,,,,,,
2012,생각빚는작은도서관,1,강서구,서울특별시 강서구 공항대로 481 2층,02-8277-7701,,,,토요일 일요일 공휴일,작은도서관,37.55337103,126.8604159,,,,,,,
183,생각열매 작은도서관,1,강서구,서울특별시 강서구 공항대로53가길55 등촌1동주민센터 2층,02-2600-7356,,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.5563584,126.858906,,,20020101,,,,
16,서울특별시교육청강서도서관,1,강서구,서울특별시 강서구 등촌로51나길 29,02-3219-7000,02-2653-0932,http://gslib.sen.go.kr/gslib_index.jsp,,매월 첫째 셋째주 금요일 법정 공휴일 : 일요일을 제외한 법정 공휴일 (일요일과 겹칠 경우 휴관) ,공공도서관,37.547851,126.859896,,"<p> 	우리도서관은 공공도서관으로서 지역주민 및 이용자에게 지식 및 정보 제공과 다양한 문화프로그램을 통해 지역의 문화공간의 역할을 담당하는 정보;문화;교육기관이다. 소외계층을 위한 서비스 활성화로 장애인대상 무료 택배서비스 무료특강 등을 시행하고 있다. 또한 주간(낮)에 도서관 이용이 어려운 이용자들을 위해 야간 이용시간을 연장하고 시간과 공간의 제약으로 이용이 어려운 주민과 단체에게 이동도서관과 단체문고 운영 등으로 편의를 제공하며 도서관 이용 활성을 위한 여러 프로그램들이 시행되고 있다.</p> ",19830722,"- 가입대상 : 서울시 주민등록 등재자 타지역주민으로 서울시 소재 직장                 인 및 학생  - 가입방법(구비서류)     * 중;고생 및 일반인 : 현주소가 기재된 신분증 지참하고 도서관에 직접 방문하여 회원가입신청     * 어린이 : 현주소가 기재된 주민등록등본(부모님 대리 신청 시 주민등록등본 또는 부모님신분증+의료보험증)지참하고 도서관에 직접 방문하여 회원가입신청     * 신청 즉시 대출증 발급 대출가능",1회 3권 2주간(예약이 걸려있지 않은 도서에 한하여 1회 1주일 연장가능),"- 버스   영일고등학교 앞 하차 : 561666236629671467156716602650번 이용   등촌중학교 앞 하차 : 7070-170-270-36788161604605606642650601 571265146629671167156632번 이용 - 지하철   2호선 당산역 : 66235616번 버스이용   5호선 목동역 : 3번출구에서 602650561666296715번 버스 이용   5호선 방화역송정역 : 6629번 버스 이용   5호선 화곡역 : 6629 650번 버스 이용","- 지하1층 : 보일러실식당매점 시청각실경로실 - 1층 : 어린이실순회문고실당직실문화교실1관리과관장실 - 2층 : 종합자료실학교도서관지원과자료봉사과문화교실2 - 3층 : 문학/간행물실 디지털자료실 - 4층 : 일반학습실(제123학습실)"
2024,솔뫼작은도서관,1,강서구,서울특별시 강서구 가로공원로77길 30 솔뫼공원경로당,02-2690-2468,,,,토요일 일요일 공휴일,작은도서관,37.53802615,126.8385211,,,,,,,
196,송정 작은도서관,1,강서구,서울특별시 강서구 송정길 45 공항동주민센터 2층,02-2600-7932,2620-0570,http://lib.gangseo.seoul.kr/,,일요일 공휴일,작은도서관,37.5592923,126.81015,,,20130123,,,,
1494,수명산작은도서관,1,강서구,서울특별시 강서구 수명로 1길 131 내발산동공공기숙사 지하 1층,02-2666-0037,02-2064-0514,http://lib.gangseo.seoul.kr/,,일요일,작은도서관,37.5549265,126.825169,,,20140416,,,,
1853,스토리영어우리작은도서관,1,강서구,서울특별시 강서구 방화대로6라길 26,02-2662-3927,,,,일요일 공휴일,작은도서관,37.556132,126.818499,,,,,,,
182,아리향기 작은도서관,1,강서구,서울특별시 강서구 양천로67가길 63 염창동주민센터2층,02-2600-7326,2620-0519,http://lib.gangseo.seoul.kr/,,일요일 공휴일,작은도서관,37.554269,126.870959,,,20000101,,,,
1858,아이편한작은도서관,1,강서구,서울특별시 강서구 강서로 266,02-2602-9443,,,,일요일 공휴일,작은도서관,37.549302,126.838619,,,,,,,
2022,어울림작은도서관,1,강서구,서울특별시 강서구 마곡중앙1로 72(마곡동 마곡10단지),02-2666-9606,,,,수요일 일요일 공휴일,작은도서관,37.55899972,126.8199372,,,,,,,
2013,여행이야기작은도서관,1,강서구,서울특별시 강서구 방화대로50길 17-6,02-2661-2619,,,,토요일 공휴일,작은도서관,37.57687264,126.818101,,,,,,,
190,역마을 작은도서관,1,강서구,서울특별시 강서구 화곡로 312 화곡6동주민센터 2층,02-2600-7660,2600-7649,http://lib.gangseo.seoul.kr/,,토.일.공휴일,작은도서관,37.552353,126.850031,,,19980311,,,,
2014,염창작은도서관,1,강서구,서울특별시 강서구 공항대로75길 30 상가동 301호,02-6449-2025,,,,토요일 일요일 공휴일,작은도서관,37.5478583,126.8744854,,,,,,,
208,예뜰작은도서관,1,강서구,서울특별시 강서구 강서로17길 133 진성빌딩,02-2698-5006,2606-1276,,,월요일,작은도서관,37.532396,126.838456,,,20071107,,,,
1599,예인작은도서관,1,강서구,서울특별시 강서구 방화대로 34길 120,02-2605-0682,,,,일요일 공휴일,작은도서관,37.571301,126.8237269,,,,,,,
1495,옹기종기작은도서관,1,강서구,서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내,02-3663-4155,,http://lib.gangseo.seoul.kr/,,토요일일요일,작은도서관,37.5532549,126.866733,,,20140924,,,,
187,옹달샘 작은도서관,1,강서구,서울특별시 강서구 곰달래로37길 13 화곡2동주민센터 2층,02-2600-7545,,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.5323676,126.854494,,,20130712,,,,
1394,우장산숲속도서관,1,강서구,서울특별시 강서구 우현로 34,02-2696-6690,02-2696-6692,http://lib.gangseo.seoul.kr,,매주 월요일 일요일을 제외한 법정 공휴일 (단 일요일과 법정공휴일이 겹칠 경우 휴관),공공도서관,37.548227,126.841806,,"감사합니다.<p> 우장산숲속도서관입니다.",20090416,,,,
2015,위드영어전문작은도서관,1,강서구,서울특별시 강서구 월정로32길 30,02-717-5234,,,,월요일 토요일 일요일 공휴일,작은도서관,37.5352419,126.8370925,,,,,,,
1600,작은뜰작은도서관,1,강서구,서울특별시 강서구 마곡서로 175,070-8866-7785,,,,수요일 일요일,작은도서관,37.5689154,126.8239229,,,,,,,
1277,작은샘작은도서관,1,강서구,서울특별시 강서구 강서로294 2층,070-8733-8591,3663-8591,cafe.daum.net/JES-sLibrary,,일요일,작은도서관,37.5520356,126.83672,,,20120717,,,,
217,좋은친구어린이도서관,1,강서구,서울특별시 강서구 방화대로6나길 28 한사랑교회 2층,02-2662-8326,,http://www.joyhmc.org,,매주월요일,작은도서관,37.557584,126.817072,,,20100313,,,,
1601,지일작은도서관,1,강서구,서울특별시 강서구 화곡로13길 107 화곡푸르지오 C동 203호,02-6339-5738,,,,토요일 일요일 공휴일,작은도서관,37.54724363,126.8322457,,,,,,,
198,채움 작은도서관,1,강서구,서울특별시 강서구 개화동로23길20 방화2동주민센터 2층,02-2600-5225,2620-0575,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.56724,126.806703,,,20120320,,,,
188,책마루 작은도서관,1,강서구,서울특별시 강서구 강서로33가길 17 화곡3동주민센터 2층,02-2600-7577,,http://lib.gangseo.seoul.kr/,,일·공휴일,작은도서관,37.5431399,126.838429,,,20090305,,,,
195,책향기 작은도서관,1,강서구,서울특별시 강서구 강서로 47길 54 발산1동주민센터 2층,02-2600-7979,,http://lib.gangseo.seoul.kr,,매월 일요일,작은도서관,37.5543771,126.833178,,,20120501,,,,
1854,천사작은도서관,1,강서구,서울특별시 강서구 마곡서로 133,070-5138-5860,,,,수요일 일요일 공휴일,작은도서관,37.566222,126.824431,,,,,,,
1593,초록동작은도서관,1,강서구,서울특별시 강서구 초록마을로 14길 36 2층,02-2065-7670,,http://lib.gangseo.seoul.kr/,,토일요일 및 법정공휴일,작은도서관,37.5413209,126.8484627,,,,,,,
185,초록향기 작은도서관,1,강서구,서울특별시 강서구 초록마을로5길 29 화곡본동주민센터 2층,02-2600-7474,2620-0532,http://lib.gangseo.seoul.kr/,,일 공휴일,작은도서관,37.5445612,126.847642,,,20120320,,,,
1273,큰마음 작은도서관,1,강서구,서울특별시 강서구 화곡로63길 96 등촌3동주민센터 2층,02-2600-7448,,http://lib.gangseo.seoul.kr/,,토일요일,작은도서관,37.560408,126.847866,,,20130118,,,,
203,하늘꿈작은도서관,1,강서구,서울특별시 강서구 강서로45나길 19-30 내발산동근린생활시설,02-2664-3126,2661-4126,,,일요일 및 공휴일,작은도서관,37.5492555,126.834413,,,20030525,,,,
1855,하늘담은 작은도서관,1,강서구,서울특별시 강서구 방화동로 72,,,,,월요일 수요일 금요일 토요일 일요일 공휴일,작은도서관,37.566837,126.812841,,,,,,,
2023,하늘뜰작은도서관,1,강서구,서울특별시 강서구 마곡중앙1로 71(마곡동 마곡힐스테이트),02-3664-7070,,,,목요일 금요일 토요일 일요일 공휴일,작은도서관,37.55690985,126.8178734,,,,,,,
1705,한국문화관광연구원 정책자료실,1,강서구,서울특별시 강서구 금낭화로 154 ,02-2669-9818,,http://www.kcti.re.kr/03_5.dmj,,토요일 일요일 법정공휴일,,37.579114,126.813825,,,,,X(열람 및 복사 가능. 복사는 저작권법에 따라 부분복사만 허용),,
1592,해뜰 작은도서관,1,강서구,서울특별시 강서구 방화대로 48길 40 방화2 종합사회복지관,02-2662-6669,,http://lib.gangseo.seoul.kr/,,매주 토요일 일요일,작은도서관,37.5756954,126.81924,,,,,,,
193,허준마을작은도서관,1,강서구,서울특별시 강서구 허준로 93 가양2동주민센터 2층,02-2600-7813,2620-0561,http://lib.gangseo.seoul.kr/,,공휴일 일요일,작은도서관,37.5678627,126.851232,,,20120320,,,,
220,화곡푸르지오 도서관,1,강서구,서울특별시 강서구 화곡로13길 107 화곡푸르지오,02-2691-6104,2691-6194,,,일요일 및 공휴일,작은도서관,37.5449565,126.831292,,,20030101,,,,
204,환원어린이작은도서관,1,강서구,서울특별시 강서구 금낭화로26가길 120 지온보육원 강서지역아동복지센터,02-2662-3485,2665-0607,,,일요일 및 공휴일,작은도서관,37.5850533,126.811815,,,20031229,,,,
216,희망문고,1,강서구,서울특별시 강서구 화곡로 18길 30-11 원흥타운 207호,02-2690-0511,2690-0511,,,매주 일요일,작은도서관,37.5388057,126.835456,,,20090729,,,,
1278,고맙습니다 하난곡 작은도서관,5,관악구,서울특별시 관악구 난우10가길 20-7 하난곡어린이집,02-868-8994,868-8996,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/bp_lib/index.php,,화요일,작은도서관,37.4778419,126.919961,,,20120601,,,,
43,관악문화관도서관,5,관악구,서울특별시 관악구 신림로 3길 35,02-828-5700,02-828-5820,http://www.gwanakcullib.seoul.kr,,매주화요일및국가공휴일,공공도서관,37.467117,126.94474,,"<p> 	관악구의 문화발전과 지역주민에게 문헌정보서비스를 제공하고 교육문화여가활동에 이바지하며 배움을 추구하는 모든 이용자에게 정보지식ㆍ문화서비스를 제공받을 수 있도록 하여 문화시민 의식함양에 일익을 담당하고자 노력하며 평생교육센터로서 지역 중심기관의 역할을 수행하고 있음.</p> ",20021011, 서울시에 주소를 둔 시민 또는 서울시 직장인과 학생  ,"5권 이내  기본 14일 연기 7일 ","-  지하철 및 버스를 이용할 때 서울대입구역(2호선) 방향 버스 노선 : 5412 5515 5528 6512 ==&gt; 신림중학교앞 하차 신림역(2호선) 방향 버스 노선 : 5516 5518 5528 5614 6513 6514 ==&gt; 관악산입구 하차 그외 버스 : 5517 ==&gt; 관악산입구 하차","- 지하1층 : 주차장   - 1층 : 어린이자료실 장애우(노인)열람실   - 2층 : 제1자료실 사서과 사무실   - 3층 : 제2자료실   - 4층 : 자유열람실 휴게실   - 5층 : 대강의실 제1강좌실 제2강좌실 컴퓨터교육실"
235,관악산 시도서관,5,관악구,서울특별시 관악구 신림로23길 100 효성빌라,02-871-2261,,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/gs_lib/index.php,,화요일,작은도서관,37.4667963,126.934024,,,20110501,,,,
231,구립신림청소년독서실,5,관악구,서울특별시 관악구 난곡로58길 13 신림다목적체육센터,02-856-1207,869-4930,,,일요일 1월1일 설추석성탄절,작은도서관,37.4807563,126.916908,,,19880101,,,,
